order_id,customer_id,restaurant_id,partner_id,order_date,order_amount,order_status
10095,Cust_079,Res_031,P_49,19-09-2022,1023.77,Cancelled
10096,Cust_479,Res_004,P_96,02-07-2023,668.71,Delivered
10097,Cust_743,Res_047,P_21,07-06-2021,274.38,Delivered
10098,Cust_417,Res_036,P_57,12-06-2025,164.32,Delivered
10099,Cust_346,Res_024,P_117,11-09-2025,468.38,Delivered
10100,Cust_666,Res_027,P_68,15-08-2025,882.89,Refunded
10101,Cust_744,Res_070,P_111,23-11-2021,659.23,Delivered
10102,Cust_281,Res_025,P_44,13-08-2022,460.54,Delivered
10103,Cust_013,Res_003,P_29,03-03-2021,670.44,Cancelled
10104,Cust_626,Res_052,P_147,05-04-2025,592.17,Delivered
10105,Cust_776,Res_090,P_76,14-01-2021,581.05,Delivered
10106,Cust_456,Res_080,P_115,26-05-2023,392.92,Delivered
10107,Cust_273,Res_053,P_107,07-02-2023,293.19,Delivered
10108,Cust_170,Res_118,P_108,04-02-2024,356.52,Delivered
10109,Cust_625,Res_024,P_100,13-06-2023,208.1,Cancelled
10110,Cust_080,Res_113,P_13,02-04-2023,358.04,Delivered
10111,Cust_211,Res_029,P_49,06-09-2023,159.66,Cancelled
10112,Cust_023,Res_074,P_49,10-06-2021,808.62,Cancelled
10113,Cust_734,Res_008,P_129,10-06-2025,482.19,Delivered
10114,Cust_117,Res_109,P_133,01-08-2021,1171.8,Delivered
10115,Cust_235,Res_096,P_14,20-02-2024,353.4,Delivered
10116,Cust_556,Res_005,P_28,17-01-2023,513.12,Delivered
10117,Cust_168,Res_118,P_113,11-02-2025,525.73,Cancelled
10118,Cust_385,Res_108,P_113,01-12-2025,158.87,Delivered
10119,Cust_704,Res_056,P_134,14-09-2025,1031.17,Delivered
10120,Cust_254,Res_101,P_102,23-09-2021,183.59,Delivered
10121,Cust_355,Res_112,P_75,15-08-2022,1137.19,Delivered
10122,Cust_191,Res_099,P_76,27-12-2022,1086.68,Delivered
10123,Cust_397,Res_034,P_114,08-01-2022,712.3,Delivered
10124,Cust_218,Res_110,P_52,05-12-2021,720.78,Delivered
10125,Cust_059,Res_087,P_91,03-08-2024,836.47,Delivered
10126,Cust_548,Res_015,P_85,14-12-2021,556.4,Delivered
10127,Cust_329,Res_116,P_142,13-12-2024,829.58,Delivered
10128,Cust_448,Res_097,P_114,12-02-2023,197.01,Delivered
10129,Cust_382,Res_033,P_96,16-08-2023,206.75,Delivered
10130,Cust_216,Res_067,P_100,01-08-2023,630.09,Delivered
10131,Cust_055,Res_080,P_49,08-08-2024,727.1,Delivered
10132,Cust_672,Res_009,P_112,20-08-2024,1082.21,Cancelled
10133,Cust_282,Res_118,P_16,22-07-2022,259.89,Delivered
10134,Cust_187,Res_052,P_128,20-06-2022,1013.78,Delivered
10135,Cust_488,Res_056,P_98,25-03-2025,370.55,Cancelled
10136,Cust_626,Res_114,P_148,15-09-2024,563.79,Cancelled
10137,Cust_247,Res_102,P_74,12-06-2021,482.43,Delivered
10138,Cust_470,Res_078,P_147,19-06-2025,570.16,Delivered
10139,Cust_341,Res_018,P_101,17-06-2023,308.02,Delivered
10140,Cust_185,Res_073,P_150,18-05-2025,678.75,Delivered
10141,Cust_414,Res_012,P_110,16-02-2021,659.23,Cancelled
10142,Cust_112,Res_053,P_55,18-07-2023,613.61,Delivered
10143,Cust_426,Res_073,P_81,02-03-2023,665.14,Delivered
10144,Cust_647,Res_054,P_03,14-10-2021,659.23,Delivered
10145,Cust_531,Res_097,P_38,14-12-2023,891.36,Delivered
10146,Cust_806,Res_049,P_80,22-11-2024,664.98,Delivered
10147,Cust_050,Res_016,P_61,17-05-2025,420.58,Cancelled
10148,Cust_628,Res_105,P_128,22-10-2021,1079.17,Delivered
10149,Cust_087,Res_071,P_21,09-05-2022,755.87,Delivered
10150,Cust_613,Res_088,P_43,25-09-2022,382.2,Delivered
10151,Cust_352,Res_048,P_113,25-04-2023,432.58,Delivered
10152,Cust_807,Res_102,P_50,11-07-2021,993.29,Delivered
10153,Cust_398,Res_021,P_22,25-04-2022,196.35,Cancelled
10154,Cust_535,Res_018,P_75,21-02-2024,1191.7,Delivered
10155,Cust_059,Res_045,P_96,18-02-2025,286.87,Cancelled
10156,Cust_247,Res_081,P_116,28-08-2021,985.87,Delivered
10157,Cust_244,Res_079,P_124,09-05-2025,564.51,Delivered
10158,Cust_681,Res_068,P_54,01-01-2024,666.83,Delivered
10159,Cust_471,Res_004,P_20,28-04-2022,1074.68,Delivered
10160,Cust_180,Res_101,P_104,22-02-2021,583.56,Cancelled
10161,Cust_393,Res_006,P_24,07-02-2021,714.37,Delivered
10162,Cust_338,Res_016,P_109,02-08-2023,201.76,Delivered
10163,Cust_766,Res_036,P_30,03-03-2024,152.46,Delivered
10164,Cust_706,Res_035,P_135,02-01-2022,407.04,Cancelled
10165,Cust_199,Res_009,P_99,14-12-2023,864.61,Delivered
10166,Cust_205,Res_116,P_71,14-04-2025,277.33,Delivered
10167,Cust_711,Res_089,P_91,07-12-2025,269.45,Delivered
10168,Cust_776,Res_067,P_103,23-03-2025,581.51,Delivered
10169,Cust_705,Res_037,P_96,12-12-2023,830.23,Delivered
10170,Cust_627,Res_023,P_120,24-09-2025,897.68,Cancelled
10171,Cust_109,Res_084,P_141,28-04-2021,337.37,Delivered
10172,Cust_790,Res_039,P_126,19-04-2023,233.57,Delivered
10173,Cust_323,Res_014,P_04,20-09-2023,1137.42,Delivered
10174,Cust_579,Res_061,P_86,27-07-2023,423.7,Delivered
10175,Cust_029,Res_078,P_06,24-04-2022,1046.01,Delivered
10176,Cust_744,Res_106,P_120,12-12-2025,1056.67,Refunded
10177,Cust_487,Res_035,P_107,24-10-2022,961.15,Cancelled
10178,Cust_180,Res_025,P_112,13-01-2021,327.28,Cancelled
10179,Cust_365,Res_044,P_61,05-01-2021,1012.89,Cancelled
10180,Cust_746,Res_073,P_61,26-01-2022,957.71,Delivered
10181,Cust_619,Res_073,P_21,02-06-2024,776.56,Delivered
10182,Cust_427,Res_065,P_61,06-01-2025,504.06,Delivered
10183,Cust_343,Res_013,P_31,03-05-2023,425.63,Delivered
10184,Cust_794,Res_004,P_126,22-04-2022,277.98,Delivered
10185,Cust_392,Res_089,P_84,24-09-2023,685.24,Delivered
10186,Cust_076,Res_115,P_29,02-03-2021,764.52,Delivered
10187,Cust_297,Res_055,P_76,14-03-2025,527.31,Cancelled
10188,Cust_541,Res_103,P_117,10-09-2022,649.13,Delivered
10189,Cust_309,Res_095,P_130,18-10-2021,531.69,Cancelled
10190,Cust_094,Res_017,P_07,12-11-2025,823.06,Delivered
10191,Cust_467,Res_058,P_63,27-05-2025,1096.32,Delivered
10192,Cust_107,Res_067,P_106,03-11-2024,322.12,Delivered
10193,Cust_617,Res_002,P_63,16-04-2021,550.48,Delivered
10194,Cust_273,Res_080,P_05,24-03-2024,297.91,Delivered
10195,Cust_807,Res_057,P_68,10-12-2024,806.19,Delivered
10196,Cust_378,Res_025,P_134,01-07-2025,915.31,Delivered
10197,Cust_439,Res_116,P_97,20-12-2025,1128.51,Delivered
10198,Cust_304,Res_109,P_04,15-11-2023,442.82,Delivered
10199,Cust_048,Res_086,P_29,22-09-2021,1147.72,Delivered
10200,Cust_031,Res_075,P_146,03-09-2025,216.43,Delivered
10201,Cust_198,Res_070,P_02,20-10-2021,783.16,Delivered
10202,Cust_025,Res_062,P_07,10-08-2022,209.99,Delivered
10203,Cust_640,Res_076,P_19,05-03-2025,659.23,Delivered
10204,Cust_451,Res_045,P_109,04-06-2021,706.3,Delivered
10205,Cust_798,Res_100,P_98,13-10-2024,852.82,Delivered
10206,Cust_516,Res_108,P_20,18-07-2025,1023.15,Delivered
10207,Cust_546,Res_088,P_30,01-04-2025,307.83,Delivered
10208,Cust_521,Res_038,P_106,10-08-2023,190.52,Delivered
10209,Cust_191,Res_075,P_131,13-05-2023,1072.83,Delivered
10210,Cust_787,Res_066,P_118,11-04-2025,480.68,Delivered
10211,Cust_471,Res_053,P_102,02-03-2024,285.43,Delivered
10212,Cust_159,Res_020,P_39,18-09-2021,641.88,Delivered
10213,Cust_112,Res_117,P_119,05-03-2022,778.22,Delivered
10214,Cust_784,Res_061,P_86,12-10-2023,182.52,Delivered
10215,Cust_444,Res_047,P_51,17-03-2024,438.64,Delivered
10216,Cust_514,Res_014,P_148,04-04-2021,184.44,Delivered
10217,Cust_662,Res_017,P_113,24-04-2025,591.35,Delivered
10218,Cust_771,Res_040,P_121,02-05-2023,1089.86,Delivered
10219,Cust_597,Res_103,P_82,09-02-2022,1181.79,Delivered
10220,Cust_800,Res_089,P_33,11-02-2022,818.9,Refunded
10221,Cust_360,Res_043,P_71,16-06-2021,319.72,Refunded
10222,Cust_078,Res_033,P_106,06-09-2023,1101.14,Delivered
10223,Cust_401,Res_018,P_60,17-01-2024,692.06,Delivered
10224,Cust_442,Res_014,P_117,10-12-2024,311.44,Delivered
10225,Cust_020,Res_093,P_144,18-10-2025,1117.81,Delivered
10226,Cust_095,Res_056,P_80,12-03-2023,945.34,Cancelled
10227,Cust_292,Res_092,P_124,11-01-2021,918.29,Refunded
10228,Cust_612,Res_001,P_28,01-02-2021,894.64,Delivered
10229,Cust_127,Res_070,P_84,10-03-2024,360.36,Delivered
10230,Cust_053,Res_055,P_109,25-03-2022,371.56,Delivered
10231,Cust_161,Res_118,P_103,11-09-2024,872.71,Delivered
10232,Cust_047,Res_073,P_18,11-04-2023,380.71,Cancelled
10233,Cust_273,Res_005,P_145,08-05-2022,610.61,Cancelled
10234,Cust_234,Res_033,P_71,16-02-2023,971.1,Delivered
10235,Cust_786,Res_067,P_72,21-05-2021,973.15,Delivered
10236,Cust_514,Res_085,P_135,03-08-2022,625.92,Delivered
10237,Cust_471,Res_112,P_23,06-06-2025,981.8,Delivered
10238,Cust_184,Res_046,P_110,09-12-2023,1030.55,Cancelled
10239,Cust_777,Res_084,P_103,04-10-2023,837.51,Delivered
10240,Cust_162,Res_028,P_101,10-02-2022,389.85,Delivered
10241,Cust_574,Res_007,P_126,15-04-2022,437.71,Delivered
10242,Cust_486,Res_082,P_36,23-05-2021,480.58,Cancelled
10243,Cust_737,Res_099,P_09,16-04-2023,272.64,Delivered
10244,Cust_558,Res_049,P_17,01-06-2021,436.82,Cancelled
10245,Cust_585,Res_079,P_04,25-04-2024,370,Cancelled
10246,Cust_115,Res_032,P_79,01-05-2025,628.1,Cancelled
10247,Cust_577,Res_083,P_123,07-12-2023,1103.86,Delivered
10248,Cust_361,Res_074,P_50,12-03-2021,259.7,Delivered
10249,Cust_565,Res_101,P_69,22-01-2021,906.28,Delivered
10250,Cust_680,Res_103,P_85,10-03-2025,871.65,Delivered
10251,Cust_333,Res_111,P_48,09-03-2023,250.54,Delivered
10252,Cust_169,Res_081,P_57,15-11-2022,1118.7,Delivered
10253,Cust_195,Res_050,P_144,16-02-2024,746.9,Delivered
10254,Cust_520,Res_042,P_77,19-03-2023,531.91,Cancelled
10255,Cust_104,Res_097,P_149,18-10-2021,944.37,Delivered
10256,Cust_244,Res_078,P_04,26-07-2025,420.23,Delivered
10257,Cust_358,Res_064,P_40,05-07-2025,878.19,Delivered
10258,Cust_259,Res_017,P_37,25-05-2025,191.7,Delivered
10259,Cust_279,Res_033,P_77,06-04-2024,1031.38,Cancelled
10260,Cust_140,Res_023,P_05,16-08-2022,620.58,Delivered
10261,Cust_020,Res_058,P_22,28-07-2024,818.53,Cancelled
10262,Cust_408,Res_119,P_03,02-12-2022,382.3,Delivered
10263,Cust_584,Res_035,P_86,28-03-2022,860.93,Delivered
10264,Cust_130,Res_080,P_19,19-07-2024,960.85,Delivered
10265,Cust_516,Res_079,P_70,16-03-2023,646.87,Delivered
10266,Cust_158,Res_021,P_113,10-01-2021,798.61,Delivered
10267,Cust_709,Res_030,P_20,04-11-2021,629.14,Delivered
10268,Cust_704,Res_042,P_94,05-05-2024,1088.8,Delivered
10269,Cust_037,Res_038,P_107,14-10-2022,672.76,Delivered
10270,Cust_579,Res_105,P_58,13-08-2024,1033.9,Delivered
10271,Cust_602,Res_099,P_50,02-03-2022,991.42,Cancelled
10272,Cust_133,Res_043,P_47,13-02-2021,581.03,Delivered
10273,Cust_630,Res_085,P_69,12-01-2021,391.59,Delivered
10274,Cust_273,Res_086,P_29,25-12-2021,576.39,Delivered
10275,Cust_672,Res_012,P_108,12-01-2021,1017.53,Cancelled
10276,Cust_733,Res_043,P_46,03-09-2022,389.01,Cancelled
10277,Cust_648,Res_080,P_92,26-07-2025,700.66,Delivered
10278,Cust_774,Res_085,P_105,03-12-2024,996.4,Delivered
10279,Cust_138,Res_078,P_58,03-01-2021,521.15,Delivered
10280,Cust_078,Res_105,P_65,03-02-2023,824.32,Refunded
10281,Cust_712,Res_031,P_56,17-03-2024,407.91,Cancelled
10282,Cust_612,Res_040,P_116,23-06-2022,264.74,Cancelled
10283,Cust_372,Res_017,P_78,28-12-2022,984.1,Delivered
10284,Cust_464,Res_083,P_57,17-05-2023,253.92,Delivered
10285,Cust_662,Res_037,P_120,26-12-2021,434.95,Cancelled
10286,Cust_329,Res_055,P_86,15-11-2025,1047.86,Delivered
10287,Cust_231,Res_113,P_103,14-07-2022,513.79,Delivered
10288,Cust_231,Res_082,P_94,17-11-2025,1171.7,Delivered
10289,Cust_077,Res_041,P_70,15-10-2021,1178.72,Cancelled
10290,Cust_167,Res_013,P_138,04-10-2024,431.69,Delivered
10291,Cust_621,Res_084,P_109,09-06-2023,193.03,Delivered
10292,Cust_064,Res_044,P_89,25-02-2024,890.32,Delivered
10293,Cust_250,Res_119,P_08,08-07-2023,623.54,Delivered
10294,Cust_081,Res_099,P_15,13-10-2023,255.79,Delivered
10295,Cust_635,Res_093,P_29,12-04-2021,892.9,Delivered
10296,Cust_500,Res_014,P_100,25-04-2024,182.73,Delivered
10297,Cust_645,Res_078,P_103,04-03-2025,1063.71,Delivered
10298,Cust_022,Res_030,P_150,26-12-2023,295.59,Refunded
10299,Cust_267,Res_119,P_23,19-07-2023,283.68,Cancelled
10300,Cust_099,Res_088,P_105,15-08-2021,334.46,Delivered
10301,Cust_621,Res_105,P_16,24-10-2025,1158.28,Cancelled
10302,Cust_539,Res_022,P_10,03-02-2022,877.83,Delivered
10303,Cust_280,Res_055,P_98,04-02-2024,991.44,Delivered
10304,Cust_089,Res_028,P_43,19-12-2022,567.52,Delivered
10305,Cust_386,Res_025,P_130,19-08-2022,659.23,Delivered
10306,Cust_044,Res_096,P_36,22-06-2025,396.21,Delivered
10307,Cust_776,Res_052,P_06,19-05-2022,654.68,Delivered
10308,Cust_784,Res_067,P_01,04-02-2024,729.42,Delivered
10309,Cust_780,Res_013,P_14,14-02-2024,813.36,Delivered
10310,Cust_041,Res_027,P_02,01-04-2023,419.97,Delivered
10311,Cust_724,Res_073,P_112,19-10-2025,1146.09,Delivered
10312,Cust_398,Res_085,P_61,06-07-2021,328.25,Delivered
10313,Cust_644,Res_054,P_09,23-02-2025,1163.94,Delivered
10314,Cust_628,Res_095,P_16,09-06-2024,165.6,Delivered
10315,Cust_689,Res_004,P_07,26-01-2021,655.18,Delivered
10316,Cust_026,Res_015,P_69,14-08-2023,500.04,Delivered
10317,Cust_698,Res_090,P_64,21-10-2023,621.58,Delivered
10318,Cust_019,Res_007,P_127,14-03-2025,749.2,Cancelled
10319,Cust_320,Res_030,P_132,27-07-2025,607.37,Cancelled
10320,Cust_332,Res_108,P_136,01-10-2024,585.59,Cancelled
10321,Cust_698,Res_007,P_71,25-07-2022,919.36,Delivered
10322,Cust_474,Res_026,P_84,04-11-2024,870.17,Delivered
10323,Cust_353,Res_021,P_29,27-05-2025,1024.93,Refunded
10324,Cust_088,Res_105,P_35,26-04-2025,412.46,Delivered
10325,Cust_773,Res_019,P_66,09-07-2023,790,Delivered
10326,Cust_394,Res_005,P_107,15-08-2025,764.45,Delivered
10327,Cust_423,Res_042,P_47,13-05-2025,659.23,Delivered
10328,Cust_242,Res_008,P_129,04-04-2023,660.36,Refunded
10329,Cust_485,Res_024,P_05,20-07-2021,479.47,Delivered
10330,Cust_272,Res_057,P_22,01-08-2023,298.94,Delivered
10331,Cust_063,Res_056,P_09,05-04-2023,374.49,Delivered
10332,Cust_184,Res_093,P_128,16-07-2025,260.79,Delivered
10333,Cust_170,Res_119,P_66,13-09-2021,867.22,Delivered
10334,Cust_733,Res_045,P_109,05-05-2024,843.76,Delivered
10335,Cust_358,Res_072,P_145,07-09-2024,1148.14,Delivered
10336,Cust_774,Res_071,P_47,02-02-2022,916.16,Delivered
10337,Cust_052,Res_085,P_29,10-07-2022,204.65,Delivered
10338,Cust_336,Res_107,P_127,15-02-2024,1078.46,Delivered
10339,Cust_740,Res_032,P_128,22-04-2021,1055.81,Delivered
10340,Cust_174,Res_079,P_56,21-11-2022,615.49,Delivered
10341,Cust_532,Res_090,P_30,03-08-2024,765.16,Delivered
10342,Cust_071,Res_027,P_04,18-04-2022,1174.88,Cancelled
10343,Cust_784,Res_115,P_103,12-07-2021,708.92,Cancelled
10344,Cust_417,Res_029,P_130,25-03-2021,1100.59,Delivered
10345,Cust_284,Res_088,P_93,03-07-2022,237.19,Delivered
10346,Cust_220,Res_073,P_41,25-01-2022,350.6,Delivered
10347,Cust_501,Res_051,P_82,19-05-2024,612.79,Delivered
10348,Cust_614,Res_043,P_79,08-12-2025,763.99,Delivered
10349,Cust_092,Res_035,P_32,27-06-2021,1007.04,Refunded
10350,Cust_196,Res_085,P_81,01-09-2023,1187.68,Delivered
10351,Cust_586,Res_036,P_140,20-03-2021,558.29,Refunded
10352,Cust_312,Res_068,P_101,16-12-2023,199.79,Delivered
10353,Cust_672,Res_082,P_08,07-12-2025,991.23,Delivered
10354,Cust_255,Res_097,P_20,09-10-2024,784.6,Delivered
10355,Cust_685,Res_041,P_113,21-11-2021,358.47,Delivered
10356,Cust_681,Res_111,P_80,10-01-2025,669.57,Delivered
10357,Cust_523,Res_082,P_115,19-07-2023,929.43,Delivered
10358,Cust_485,Res_008,P_77,21-11-2025,958.93,Delivered
10359,Cust_590,Res_080,P_79,28-04-2022,674.6,Delivered
10360,Cust_358,Res_099,P_34,28-10-2025,470.48,Delivered
10361,Cust_744,Res_003,P_98,03-07-2023,1172.43,Delivered
10362,Cust_244,Res_095,P_07,19-10-2021,846.53,Delivered
10363,Cust_435,Res_010,P_52,05-01-2022,578.65,Delivered
10364,Cust_143,Res_021,P_127,28-11-2022,444.49,Delivered
10365,Cust_415,Res_004,P_54,17-02-2023,917.66,Delivered
10366,Cust_294,Res_113,P_39,22-12-2023,404.29,Delivered
10367,Cust_288,Res_077,P_37,09-12-2025,330.3,Delivered
10368,Cust_523,Res_042,P_116,12-03-2024,706.33,Delivered
10369,Cust_452,Res_103,P_134,13-11-2023,454.49,Delivered
10370,Cust_584,Res_098,P_01,10-01-2025,810.35,Delivered
10371,Cust_012,Res_080,P_48,22-09-2021,273.84,Cancelled
10372,Cust_800,Res_018,P_124,23-08-2022,837.69,Delivered
10373,Cust_515,Res_033,P_28,03-01-2024,447.46,Delivered
10374,Cust_073,Res_016,P_126,15-08-2022,659.23,Cancelled
10375,Cust_269,Res_041,P_141,14-10-2023,283.28,Delivered
10376,Cust_327,Res_059,P_48,03-08-2021,1130.3,Cancelled
10377,Cust_150,Res_032,P_104,17-06-2022,1060.72,Delivered
10378,Cust_535,Res_095,P_83,05-11-2021,395.29,Delivered
10379,Cust_359,Res_039,P_45,21-08-2025,967.29,Refunded
10380,Cust_203,Res_042,P_24,05-03-2021,789,Delivered
10381,Cust_508,Res_112,P_29,18-09-2025,1169.45,Delivered
10382,Cust_204,Res_120,P_25,03-06-2023,542.29,Delivered
10383,Cust_714,Res_040,P_60,10-12-2023,865.53,Delivered
10384,Cust_372,Res_034,P_29,26-03-2022,216.71,Delivered
10385,Cust_465,Res_105,P_47,13-06-2025,566.06,Delivered
10386,Cust_559,Res_074,P_62,18-05-2024,1162.01,Delivered
10387,Cust_305,Res_085,P_121,16-06-2025,715.93,Delivered
10388,Cust_140,Res_052,P_56,16-04-2024,452.27,Delivered
10389,Cust_311,Res_042,P_88,23-01-2025,276.28,Delivered
10390,Cust_084,Res_119,P_46,23-03-2023,888.7,Delivered
10391,Cust_553,Res_030,P_20,17-02-2025,827.1,Cancelled
10392,Cust_602,Res_088,P_107,01-09-2025,542.64,Delivered
10393,Cust_666,Res_080,P_77,17-08-2025,1148.49,Delivered
10394,Cust_631,Res_049,P_110,03-08-2022,173.31,Delivered
10395,Cust_032,Res_017,P_65,17-08-2022,468.91,Delivered
10396,Cust_571,Res_114,P_75,27-06-2022,1117.12,Delivered
10397,Cust_181,Res_005,P_94,07-09-2021,486.98,Cancelled
10398,Cust_142,Res_054,P_89,22-09-2024,414.87,Delivered
10399,Cust_024,Res_054,P_46,25-07-2023,710.93,Cancelled
10400,Cust_557,Res_050,P_115,06-01-2023,1014.99,Delivered
10401,Cust_195,Res_086,P_118,12-02-2025,258.3,Delivered
10402,Cust_465,Res_035,P_08,05-11-2024,1140.17,Delivered
10403,Cust_110,Res_026,P_30,11-07-2021,984.83,Delivered
10404,Cust_369,Res_120,P_67,09-06-2023,340.31,Delivered
10405,Cust_196,Res_102,P_140,23-03-2023,897.61,Delivered
10406,Cust_132,Res_034,P_31,27-03-2021,554.21,Delivered
